DateFacturation_FK;Site_FK;Produit_FK;Client_FK;PrixCatalogue;Remise;CA;Marge;CoutDirectMatiere;CoutDirectMainOeuvre;CoutIndirect;Quantite;NumFacture
20211114;18;0;44;1485.00;45.00;1440.00;466.00;533.00;413.00;28.00;3.00;F19
20211115;18;0;42;105.00;0.00;105.00;29.00;42.00;32.00;2.00;1.00;F20
20211117;18;0;39;1022.00;41.00;982.00;406.00;422.00;141.00;13.00;2.00;F2
20211119;18;0;44;128.00;0.00;64.00;29.00;26.00;8.00;1.00;2.00;F307
20211118;18;0;37;930.00;10.00;920.00;325.00;423.00;154.00;18.00;2.00;F2
20211116;18;0;41;315.00;10.00;306.00;102.00;135.00;66.00;3.00;3.00;F3
20211117;18;0;41;80.00;3.00;77.00;16.00;45.00;15.00;1.00;1.00;F4
20211122;18;0;39;1532.00;77.00;1456.00;447.00;626.00;366.00;17.00;2.00;F5
20211123;18;0;42;202.00;5.00;198.00;44.00;95.00;55.00;4.00;2.00;F6
20211126;18;0;40;485.00;20.00;465.00;108.00;270.00;78.00;9.00;1.00;F7
20211122;18;0;43;152.00;8.00;144.00;21.00;81.00;40.00;2.00;2.00;F8
20211126;18;0;36;330.00;10.00;321.00;100.00;157.00;61.00;3.00;3.00;F9
20211126;18;0;42;174.00;6.00;168.00;51.00;82.00;32.00;3.00;3.00;F10
20211130;18;0;38;1302.00;66.00;1236.00;279.00;667.00;266.00;24.00;2.00;F11
20211128;18;0;45;279.00;14.00;264.00;65.00;129.00;66.00;4.00;3.00;F2
20211201;18;0;38;798.00;8.00;790.00;228.00;458.00;95.00;9.00;1.00;F319
20211129;18;0;40;108.00;0.00;108.00;22.00;51.00;34.00;1.00;2.00;F12
20211201;18;0;44;106.00;3.00;104.00;18.00;58.00;27.00;1.00;2.00;F2
20211202;18;0;40;90.00;5.00;85.00;16.00;45.00;23.00;1.00;1.00;F322
20211206;18;0;39;210.00;9.00;201.00;59.00;84.00;55.00;3.00;3.00;F2
20211205;18;0;44;474.00;24.00;450.00;126.00;180.00;140.00;4.00;1.00;F3
20211208;18;0;40;198.00;0.00;198.00;46.00;115.00;33.00;4.00;2.00;F4
20211209;18;0;36;635.00;32.00;603.00;172.00;223.00;202.00;6.00;1.00;F5
20211209;18;0;45;1269.00;13.00;1257.00;343.00;478.00;421.00;15.00;3.00;F6
20211206;18;0;39;288.00;3.00;285.00;9.00;168.00;102.00;6.00;3.00;F7
20211207;18;0;38;171.00;7.00;165.00;75.00;66.00;22.00;2.00;3.00;F8
20211214;18;0;39;188.00;8.00;180.00;80.00;74.00;24.00;2.00;2.00;F2
20211211;18;0;42;2121.00;64.00;642.00;109.00;308.00;215.00;10.00;3.00;F331
20211213;18;0;38;321.00;10.00;312.00;116.00;103.00;90.00;3.00;3.00;F2
20211213;18;0;39;110.00;4.00;106.00;3.00;63.00;38.00;2.00;1.00;F3
20211217;18;0;45;100.00;5.00;95.00;48.00;30.00;16.00;1.00;1.00;F4
20211217;18;0;41;105.00;6.00;99.00;20.00;46.00;32.00;1.00;1.00;F5
20211216;18;0;36;1695.00;34.00;1662.00;637.00;598.00;398.00;29.00;3.00;F6
20211215;18;0;41;52.00;2.00;50.00;8.00;28.00;13.00;1.00;1.00;F7
20211221;18;0;39;1548.00;47.00;1502.00;797.00;496.00;180.00;29.00;2.00;F8
20211216;18;0;39;2097.00;21.00;2076.00;373.00;996.00;670.00;37.00;3.00;F9
20211222;18;0;45;2253.00;68.00;2184.00;279.00;1114.00;757.00;34.00;3.00;F10
20211222;18;0;37;109.00;4.00;105.00;54.00;36.00;13.00;2.00;1.00;F11
20211221;18;0;39;164.00;2.00;162.00;40.00;84.00;35.00;3.00;2.00;F2
20211224;18;0;45;536.00;22.00;514.00;132.00;211.00;166.00;5.00;1.00;F343
20211228;18;0;38;126.00;2.00;124.00;41.00;41.00;40.00;2.00;2.00;F12
20211225;18;0;36;611.00;13.00;598.00;329.00;191.00;72.00;6.00;1.00;F13
20211225;18;0;44;312.00;16.00;297.00;36.00;175.00;82.00;4.00;3.00;F14
20211227;18;0;40;112.00;4.00;108.00;27.00;48.00;31.00;2.00;2.00;F15
20211226;18;0;42;116.00;6.00;110.00;46.00;47.00;16.00;1.00;2.00;F16
20220101;18;0;38;1326.00;27.00;1299.00;668.00;390.00;218.00;23.00;3.00;F17
20211231;18;0;41;1014.00;41.00;974.00;242.00;468.00;245.00;19.00;2.00;F18
20211229;18;0;43;1146.00;0.00;1146.00;374.00;584.00;165.00;23.00;2.00;F19
20211231;18;0;37;1012.00;31.00;982.00;66.00;589.00;317.00;10.00;2.00;F2
20211231;18;0;38;1779.00;54.00;540.00;254.00;194.00;84.00;8.00;3.00;F353
20220106;18;0;43;95.00;2.00;93.00;34.00;35.00;23.00;1.00;1.00;F2
20220103;18;0;44;733.00;30.00;703.00;228.00;330.00;135.00;10.00;1.00;F3
20220106;18;0;44;799.00;40.00;759.00;313.00;334.00;100.00;12.00;1.00;F4
20220108;18;0;39;153.00;2.00;150.00;33.00;77.00;39.00;1.00;3.00;F5
20220106;18;0;43;1863.00;56.00;1806.00;685.00;668.00;432.00;21.00;3.00;F6
20220112;18;0;36;1278.00;39.00;1239.00;257.00;582.00;385.00;15.00;3.00;F7
20220107;18;0;45;58.00;0.00;58.00;18.00;32.00;7.00;1.00;1.00;F8
20220111;18;0;37;832.00;9.00;824.00;192.00;321.00;296.00;15.00;2.00;F9
20220113;18;0;42;1944.00;0.00;1944.00;221.00;1011.00;674.00;38.00;3.00;F10
20220111;18;0;36;70.00;4.00;66.00;22.00;21.00;22.00;1.00;1.00;F11
20220113;18;0;40;162.00;9.00;153.00;49.00;64.00;37.00;3.00;3.00;F2
20210117;14;0;38;348.00;0.00;348.00;114.00;160.00;71.00;3.00;3.00;F1
20210120;14;0;45;1692.00;34.00;531.00;29.00;313.00;184.00;5.00;3.00;F2
20210116;14;0;44;1506.00;31.00;1476.00;701.00;517.00;229.00;29.00;2.00;F2
20210116;14;0;37;108.00;5.00;103.00;17.00;57.00;28.00;1.00;1.00;F3
20210118;14;0;43;737.00;8.00;729.00;167.00;365.00;183.00;14.00;1.00;F4
20210119;14;0;45;1488.00;75.00;1413.00;233.00;749.00;406.00;25.00;3.00;F5
20210121;14;0;43;954.00;0.00;954.00;69.00;534.00;342.00;9.00;2.00;F6
20210123;14;0;40;1162.00;47.00;1116.00;376.00;458.00;267.00;15.00;2.00;F7
20210120;14;0;43;80.00;1.00;79.00;26.00;32.00;20.00;1.00;1.00;F8
20210125;14;0;45;288.00;6.00;282.00;60.00;121.00;98.00;3.00;3.00;F9
20210129;14;0;43;267.00;9.00;258.00;99.00;95.00;59.00;5.00;3.00;F10
20210124;14;0;43;1989.00;40.00;1950.00;409.00;897.00;606.00;38.00;3.00;F11
20210128;14;0;44;58.00;3.00;55.00;14.00;21.00;19.00;1.00;1.00;F2
20210130;14;0;39;714.00;36.00;678.00;228.00;312.00;130.00;8.00;1.00;F14
20210201;14;0;40;354.00;15.00;339.00;127.00;102.00;105.00;5.00;3.00;F12
20210201;14;0;38;60.00;0.00;60.00;9.00;36.00;14.00;1.00;1.00;F13
20210129;14;0;42;258.00;0.00;258.00;10.00;150.00;93.00;5.00;3.00;F14
20210131;14;0;42;231.00;5.00;225.00;37.00;117.00;67.00;4.00;3.00;F15
20210131;14;0;37;779.00;16.00;763.00;281.00;336.00;137.00;9.00;1.00;F16
20210206;14;0;44;1842.00;93.00;1749.00;785.00;665.00;272.00;27.00;3.00;F17
20210202;14;0;43;300.00;9.00;291.00;12.00;175.00;101.00;3.00;3.00;F18
20210204;14;0;40;1713.00;86.00;1626.00;200.00;846.00;564.00;16.00;3.00;F19
20210204;14;0;42;1725.00;52.00;1674.00;508.00;870.00;280.00;16.00;3.00;F20
20210209;14;0;37;119.00;0.00;119.00;50.00;50.00;18.00;1.00;1.00;F21
20210208;14;0;38;1248.00;25.00;1224.00;166.00;722.00;322.00;14.00;2.00;F3
20210210;14;0;36;120.00;3.00;117.00;20.00;64.00;31.00;2.00;1.00;F26
20210211;14;0;45;765.00;23.00;742.00;173.00;349.00;213.00;7.00;1.00;F22
20210211;14;0;39;249.00;13.00;237.00;57.00;100.00;76.00;4.00;3.00;F23
20210215;14;0;39;297.00;9.00;288.00;125.00;121.00;38.00;4.00;3.00;F24
20210215;14;0;40;224.00;7.00;218.00;63.00;74.00;78.00;3.00;2.00;F25
20210213;14;0;45;1989.00;60.00;1929.00;908.00;752.00;231.00;38.00;3.00;F26
20210217;14;0;38;116.00;0.00;116.00;25.00;55.00;35.00;1.00;1.00;F27
20210215;14;0;37;91.00;5.00;86.00;12.00;48.00;25.00;1.00;1.00;F28
20210215;14;0;41;231.00;5.00;225.00;50.00;115.00;56.00;4.00;3.00;F29
20210221;14;0;43;2400.00;24.00;2376.00;340.00;1307.00;682.00;47.00;3.00;F30
20210216;14;0;45;77.00;4.00;73.00;9.00;40.00;23.00;1.00;1.00;F31
20210220;14;0;37;601.00;19.00;582.00;155.00;332.00;84.00;11.00;1.00;F4
20210223;14;0;37;1096.00;11.00;538.00;236.00;194.00;103.00;5.00;2.00;F38
20210223;14;0;40;513.00;16.00;497.00;143.00;174.00;172.00;8.00;1.00;F32
20210224;14;0;44;234.00;10.00;225.00;41.00;115.00;65.00;4.00;3.00;F33
20210224;14;0;42;226.00;10.00;216.00;50.00;125.00;39.00;2.00;2.00;F34
20210223;14;0;42;130.00;2.00;128.00;53.00;52.00;21.00;2.00;2.00;F35
20210226;14;0;43;226.00;0.00;226.00;15.00;136.00;73.00;2.00;2.00;F36
20210228;14;0;44;1473.00;30.00;1443.00;397.00;678.00;345.00;23.00;3.00;F37
20210228;14;0;40;468.00;15.00;453.00;149.00;136.00;163.00;5.00;1.00;F38
20210302;14;0;36;200.00;0.00;200.00;31.00;120.00;45.00;4.00;2.00;F39
20210301;14;0;43;200.00;4.00;196.00;44.00;102.00;47.00;3.00;2.00;F40
20210304;14;0;38;61.00;2.00;59.00;16.00;24.00;18.00;1.00;1.00;F41
20210307;14;0;40;345.00;4.00;342.00;40.00;202.00;94.00;6.00;3.00;F5
20210305;14;0;37;1434.00;44.00;435.00;220.00;157.00;52.00;6.00;3.00;F50
20210307;14;0;44;156.00;2.00;154.00;29.00;77.00;46.00;2.00;2.00;F42
20210309;14;0;42;300.00;6.00;294.00;98.00;147.00;46.00;3.00;3.00;F43
20210310;14;0;40;252.00;6.00;246.00;97.00;81.00;65.00;3.00;3.00;F44
20210310;14;0;44;89.00;1.00;88.00;38.00;32.00;17.00;1.00;1.00;F45
20210313;14;0;42;188.00;6.00;182.00;58.00;84.00;37.00;3.00;2.00;F46
20210314;14;0;44;57.00;2.00;55.00;18.00;27.00;9.00;1.00;1.00;F47
20210313;14;0;36;110.00;4.00;106.00;42.00;43.00;20.00;1.00;1.00;F48
20210316;14;0;37;719.00;0.00;719.00;167.00;381.00;163.00;8.00;1.00;F49
20210314;14;0;44;1836.00;19.00;1818.00;134.00;1091.00;565.00;28.00;3.00;F50
20210313;14;0;45;273.00;9.00;264.00;99.00;121.00;41.00;3.00;3.00;F51
20210319;14;0;43;220.00;0.00;220.00;60.00;130.00;26.00;4.00;2.00;F6
20210318;14;0;36;565.00;6.00;559.00;81.00;268.00;201.00;9.00;1.00;F62
20210317;14;0;41;607.00;13.00;594.00;248.00;232.00;107.00;7.00;1.00;F52
20210317;14;0;39;261.00;8.00;252.00;85.00;78.00;84.00;5.00;3.00;F53
20210317;14;0;38;214.00;11.00;204.00;63.00;112.00;27.00;2.00;2.00;F54
20210319;14;0;36;707.00;22.00;685.00;161.00;384.00;131.00;9.00;1.00;F55
20210323;14;0;43;1488.00;45.00;1443.00;452.00;519.00;449.00;23.00;3.00;F56
20210321;14;0;42;72.00;3.00;69.00;28.00;28.00;12.00;1.00;1.00;F57
20210324;14;0;40;611.00;25.00;586.00;195.00;188.00;196.00;7.00;1.00;F58
20210326;14;0;38;50.00;0.00;50.00;22.00;19.00;8.00;1.00;1.00;F59
20210328;14;0;39;620.00;13.00;607.00;128.00;291.00;182.00;6.00;1.00;F60
20210328;14;0;42;198.00;6.00;192.00;52.00;75.00;62.00;3.00;2.00;F61
20210326;14;0;39;159.00;4.00;156.00;77.00;56.00;21.00;2.00;3.00;F7
20210328;14;0;38;588.00;0.00;588.00;199.00;176.00;204.00;9.00;1.00;F74
20210401;14;0;40;81.00;3.00;78.00;25.00;37.00;15.00;1.00;1.00;F62
20210330;14;0;44;1761.00;18.00;1743.00;636.00;732.00;354.00;21.00;3.00;F63
20210331;14;0;36;2010.00;101.00;1908.00;422.00;916.00;548.00;22.00;3.00;F64
20210404;14;0;44;312.00;7.00;306.00;54.00;147.00;99.00;6.00;3.00;F65
20210404;14;0;42;118.00;0.00;118.00;31.00;47.00;39.00;1.00;1.00;F66
20210403;14;0;40;482.00;15.00;467.00;185.00;187.00;89.00;6.00;1.00;F67
20210407;14;0;38;1614.00;81.00;1533.00;404.00;567.00;532.00;30.00;3.00;F68
20210404;14;0;36;1302.00;0.00;1302.00;542.00;391.00;343.00;26.00;2.00;F69
20210407;14;0;45;487.00;0.00;487.00;202.00;205.00;70.00;10.00;1.00;F70
20210409;14;0;42;661.00;7.00;654.00;206.00;242.00;196.00;10.00;1.00;F71
20210408;14;0;41;110.00;6.00;104.00;17.00;56.00;29.00;2.00;1.00;F8
20210408;14;0;39;306.00;0.00;102.00;37.00;39.00;24.00;2.00;3.00;F86
20210413;14;0;44;686.00;0.00;686.00;198.00;350.00;131.00;7.00;1.00;F72
20210414;14;0;43;1014.00;31.00;984.00;418.00;403.00;153.00;10.00;2.00;F73
20210412;14;0;44;1426.00;29.00;1398.00;647.00;531.00;201.00;19.00;2.00;F74
20210413;14;0;44;67.00;3.00;64.00;18.00;24.00;21.00;1.00;1.00;F75
20210412;14;0;43;748.00;8.00;740.00;253.00;377.00;97.00;13.00;1.00;F76
20210418;14;0;43;571.00;18.00;553.00;142.00;216.00;185.00;10.00;1.00;F77
20210417;14;0;37;1884.00;76.00;1809.00;108.00;1085.00;584.00;32.00;3.00;F78
20210419;14;0;37;324.00;4.00;321.00;70.00;157.00;88.00;6.00;3.00;F79
20210419;14;0;42;1485.00;75.00;1410.00;459.00;606.00;320.00;25.00;3.00;F80
20210421;14;0;37;99.00;4.00;95.00;29.00;42.00;23.00;1.00;1.00;F81
20210424;14;0;44;523.00;27.00;496.00;89.00;238.00;160.00;9.00;1.00;F9
20210422;14;0;44;1008.00;21.00;484.00;179.00;150.00;145.00;10.00;2.00;F98
20210423;14;0;39;78.00;1.00;77.00;17.00;39.00;20.00;1.00;1.00;F82
20210425;14;0;37;1206.00;0.00;1206.00;339.00;579.00;274.00;14.00;2.00;F83
20210424;14;0;36;72.00;4.00;68.00;16.00;37.00;14.00;1.00;1.00;F84
20210424;14;0;40;106.00;0.00;106.00;29.00;37.00;38.00;2.00;2.00;F85
20210430;14;0;37;190.00;2.00;188.00;51.00;88.00;47.00;2.00;2.00;F86
20210428;14;0;37;130.00;7.00;124.00;54.00;46.00;22.00;2.00;2.00;F87
20210429;14;0;41;51.00;2.00;49.00;6.00;29.00;13.00;1.00;1.00;F88
20210503;14;0;39;228.00;5.00;224.00;58.00;96.00;67.00;3.00;2.00;F89
20210501;14;0;44;2259.00;0.00;2259.00;450.00;1288.00;486.00;35.00;3.00;F90
20210502;14;0;45;2343.00;24.00;2319.00;605.00;1368.00;305.00;41.00;3.00;F91
20210503;14;0;38;282.00;12.00;270.00;80.00;146.00;39.00;5.00;3.00;F10
20210503;14;0;36;1212.00;49.00;558.00;241.00;212.00;100.00;5.00;2.00;F110
20210506;14;0;45;216.00;3.00;213.00;83.00;100.00;26.00;4.00;3.00;F92
20210506;14;0;40;208.00;0.00;208.00;49.00;87.00;70.00;2.00;2.00;F93
20210506;14;0;38;1659.00;34.00;1626.00;440.00;943.00;214.00;29.00;3.00;F94
20210511;14;0;38;118.00;4.00;114.00;23.00;59.00;30.00;2.00;2.00;F95
20210510;14;0;44;1959.00;79.00;1881.00;401.00;959.00;495.00;26.00;3.00;F96
20210509;14;0;40;2232.00;67.00;2166.00;512.00;1300.00;311.00;43.00;3.00;F97
20210508;14;0;39;166.00;7.00;160.00;53.00;67.00;38.00;2.00;2.00;F98
20210511;14;0;44;1731.00;35.00;1695.00;446.00;915.00;304.00;30.00;3.00;F99
20210514;14;0;44;106.00;5.00;101.00;43.00;37.00;19.00;2.00;1.00;F100
20210515;14;0;43;1514.00;76.00;1438.00;227.00;733.00;464.00;14.00;2.00;F101
20210515;14;0;38;571.00;29.00;542.00;221.00;233.00;78.00;10.00;1.00;F11
20210518;14;0;36;720.00;15.00;705.00;141.00;345.00;211.00;8.00;1.00;F122
20210519;14;0;39;590.00;6.00;584.00;262.00;228.00;84.00;10.00;1.00;F102
20210522;14;0;38;729.00;37.00;692.00;264.00;325.00;91.00;12.00;1.00;F103
20210520;14;0;45;1394.00;0.00;1394.00;194.00;836.00;350.00;14.00;2.00;F104
20210523;14;0;43;1322.00;53.00;1270.00;367.00;711.00;167.00;25.00;2.00;F105
20210524;14;0;37;54.00;1.00;53.00;18.00;21.00;13.00;1.00;1.00;F106
20210524;14;0;44;58.00;3.00;55.00;1.00;33.00;20.00;1.00;1.00;F107
20210523;14;0;41;57.00;3.00;54.00;10.00;25.00;18.00;1.00;1.00;F108
20210522;14;0;39;70.00;1.00;69.00;7.00;39.00;22.00;1.00;1.00;F109
20210524;14;0;43;898.00;18.00;880.00;260.00;343.00;263.00;14.00;2.00;F110
20210527;14;0;44;69.00;2.00;67.00;23.00;23.00;20.00;1.00;1.00;F111
20210527;14;0;40;2205.00;45.00;2160.00;758.00;1123.00;258.00;21.00;3.00;F12
20210530;14;0;38;156.00;7.00;72.00;21.00;32.00;18.00;1.00;2.00;F134
20210529;14;0;36;729.00;8.00;721.00;286.00;274.00;147.00;14.00;1.00;F112
20210602;14;0;36;770.00;0.00;770.00;187.00;347.00;221.00;15.00;1.00;F113
20210603;14;0;43;170.00;7.00;164.00;47.00;72.00;43.00;2.00;2.00;F114
20210601;14;0;44;226.00;3.00;224.00;66.00;99.00;56.00;3.00;2.00;F115
20210602;14;0;45;230.00;5.00;226.00;108.00;79.00;35.00;4.00;2.00;F116
20210605;14;0;43;2301.00;93.00;2208.00;754.00;817.00;607.00;30.00;3.00;F117
20210603;14;0;44;934.00;38.00;896.00;229.00;385.00;268.00;14.00;2.00;F118
20210603;14;0;41;186.00;0.00;186.00;57.00;84.00;42.00;3.00;3.00;F119
20210609;14;0;44;1689.00;0.00;1689.00;577.00;574.00;505.00;33.00;3.00;F120
20210610;14;0;42;330.00;7.00;324.00;75.00;165.00;78.00;6.00;3.00;F121
20210609;14;0;40;719.00;0.00;719.00;318.00;244.00;146.00;11.00;1.00;F13
20210608;14;0;38;1552.00;32.00;744.00;167.00;372.00;196.00;9.00;2.00;F146
20210608;14;0;45;1227.00;25.00;1203.00;145.00;686.00;360.00;12.00;3.00;F122
20210614;14;0;44;243.00;3.00;240.00;36.00;125.00;75.00;4.00;3.00;F123
20210614;14;0;45;820.00;33.00;788.00;200.00;307.00;273.00;8.00;2.00;F124
20210617;14;0;42;148.00;5.00;144.00;43.00;59.00;40.00;2.00;2.00;F125
20210615;14;0;43;243.00;10.00;234.00;83.00;110.00;39.00;2.00;3.00;F126
20210618;14;0;41;1538.00;62.00;1476.00;253.00;664.00;530.00;29.00;2.00;F127
20210614;14;0;42;848.00;43.00;806.00;305.00;387.00;106.00;8.00;2.00;F128
20210620;14;0;45;106.00;6.00;100.00;26.00;36.00;36.00;2.00;1.00;F129
20210619;14;0;45;228.00;5.00;224.00;78.00;96.00;46.00;4.00;2.00;F130
20210621;14;0;36;357.00;0.00;357.00;172.00;111.00;68.00;6.00;3.00;F131
20210622;14;0;44;206.00;7.00;200.00;44.00;86.00;67.00;3.00;2.00;F14
20210622;14;0;41;2244.00;0.00;747.00;209.00;284.00;241.00;13.00;3.00;F158
20210624;14;0;37;240.00;12.00;228.00;25.00;123.00;76.00;4.00;2.00;F132
20210623;14;0;38;100.00;4.00;96.00;44.00;35.00;15.00;2.00;2.00;F133
20210627;14;0;44;204.00;0.00;204.00;52.00;98.00;51.00;3.00;3.00;F134
20210623;14;0;37;285.00;6.00;279.00;101.00;131.00;43.00;4.00;3.00;F135
20210625;14;0;45;140.00;3.00;138.00;50.00;61.00;25.00;2.00;2.00;F136
20210627;14;0;39;309.00;13.00;297.00;59.00;143.00;92.00;3.00;3.00;F137
20210630;14;0;37;73.00;3.00;70.00;12.00;38.00;19.00;1.00;1.00;F138
20210629;14;0;42;112.00;4.00;108.00;30.00;58.00;18.00;2.00;1.00;F139
20210702;14;0;37;1442.00;0.00;1442.00;334.00;562.00;518.00;28.00;2.00;F140
20210701;14;0;38;553.00;23.00;530.00;128.00;233.00;159.00;10.00;1.00;F141
20210702;14;0;40;126.00;7.00;120.00;36.00;46.00;36.00;2.00;2.00;F15
20210703;14;0;37;178.00;0.00;90.00;33.00;35.00;21.00;1.00;2.00;F170
20210701;14;0;37;231.00;12.00;219.00;18.00;127.00;71.00;3.00;3.00;F142
20210703;14;0;41;222.00;12.00;210.00;51.00;97.00;58.00;4.00;3.00;F143
20210708;14;0;37;1522.00;77.00;1446.00;753.00;448.00;225.00;20.00;2.00;F144
20210708;14;0;40;230.00;5.00;226.00;31.00;133.00;59.00;3.00;2.00;F145
20210712;14;0;39;647.00;33.00;614.00;162.00;356.00;88.00;8.00;1.00;F146
20210707;14;0;38;1436.00;58.00;1378.00;329.00;689.00;346.00;14.00;2.00;F147
20210708;14;0;38;111.00;6.00;105.00;51.00;38.00;14.00;2.00;1.00;F148
20210711;14;0;45;213.00;11.00;201.00;55.00;96.00;46.00;4.00;3.00;F149
20210712;14;0;38;1662.00;67.00;1596.00;449.00;830.00;286.00;31.00;3.00;F150
20210710;14;0;37;1404.00;43.00;1362.00;208.00;804.00;326.00;24.00;3.00;F151
20210717;14;0;41;236.00;10.00;226.00;47.00;102.00;73.00;4.00;2.00;F16
20210718;14;0;36;150.00;6.00;45.00;13.00;24.00;7.00;1.00;3.00;F182
20210715;14;0;43;150.00;8.00;142.00;49.00;45.00;46.00;2.00;2.00;F152
20210715;14;0;42;492.00;0.00;492.00;142.00;167.00;176.00;7.00;1.00;F153
20210719;14;0;44;100.00;0.00;100.00;23.00;47.00;28.00;2.00;2.00;F154
20210718;14;0;36;1094.00;33.00;1062.00;419.00;404.00;229.00;10.00;2.00;F155
20210718;14;0;36;285.00;12.00;273.00;102.00;115.00;52.00;4.00;3.00;F156
20210723;14;0;39;1359.00;68.00;1290.00;268.00;555.00;447.00;20.00;3.00;F157
20210721;14;0;40;1782.00;0.00;1782.00;295.00;820.00;639.00;28.00;3.00;F158
20210721;14;0;40;64.00;3.00;61.00;29.00;24.00;7.00;1.00;1.00;F159
20210722;14;0;39;1881.00;57.00;1824.00;404.00;766.00;633.00;21.00;3.00;F160
20210726;14;0;40;186.00;10.00;176.00;22.00;102.00;50.00;2.00;2.00;F161
20210726;14;0;45;682.00;28.00;654.00;297.00;262.00;86.00;9.00;1.00;F17
20210729;14;0;42;225.00;9.00;66.00;23.00;30.00;12.00;1.00;3.00;F194
20210726;14;0;41;64.00;4.00;60.00;23.00;27.00;9.00;1.00;1.00;F162
20210730;14;0;38;186.00;0.00;186.00;34.00;110.00;40.00;2.00;2.00;F163
20210728;14;0;41;333.00;17.00;315.00;141.00;107.00;64.00;3.00;3.00;F164
20210802;14;0;38;309.00;13.00;297.00;117.00;107.00;67.00;6.00;3.00;F165
20210802;14;0;41;1470.00;59.00;1410.00;484.00;719.00;185.00;22.00;3.00;F166
20210804;14;0;42;212.00;5.00;208.00;26.00;119.00;60.00;3.00;2.00;F167
20210807;14;0;37;822.00;33.00;790.00;168.00;348.00;265.00;9.00;2.00;F168
20210806;14;0;37;315.00;7.00;309.00;125.00;127.00;52.00;5.00;3.00;F169
20210808;14;0;44;117.00;5.00;112.00;26.00;47.00;38.00;1.00;1.00;F170
20210806;14;0;45;76.00;4.00;72.00;3.00;43.00;25.00;1.00;1.00;F171
20210805;14;0;41;579.00;12.00;567.00;114.00;329.00;115.00;9.00;1.00;F18
20210809;14;0;44;219.00;0.00;72.00;19.00;40.00;12.00;1.00;3.00;F206
20210806;14;0;37;434.00;5.00;429.00;134.00;150.00;139.00;6.00;1.00;F172
20210810;14;0;43;186.00;4.00;182.00;29.00;87.00;63.00;3.00;2.00;F173
20210811;14;0;41;62.00;2.00;60.00;11.00;34.00;14.00;1.00;1.00;F174
20210813;14;0;40;297.00;12.00;285.00;14.00;165.00;102.00;4.00;3.00;F175
20210817;14;0;37;64.00;4.00;60.00;7.00;35.00;17.00;1.00;1.00;F176
20210816;14;0;43;2082.00;105.00;1977.00;990.00;672.00;284.00;31.00;3.00;F177
20210814;14;0;43;195.00;6.00;189.00;83.00;70.00;34.00;2.00;3.00;F178
20210820;14;0;40;519.00;6.00;513.00;157.00;277.00;74.00;5.00;1.00;F179
20210815;14;0;39;228.00;0.00;228.00;73.00;116.00;35.00;4.00;3.00;F180
20210822;14;0;44;243.00;8.00;234.00;92.00;105.00;34.00;3.00;3.00;F181
20210822;14;0;37;1584.00;80.00;1504.00;624.00;526.00;324.00;30.00;2.00;F19
20210819;14;0;37;1424.00;29.00;684.00;280.00;315.00;82.00;7.00;2.00;F218
20210821;14;0;37;207.00;3.00;204.00;69.00;73.00;59.00;3.00;3.00;F182
20210820;14;0;41;56.00;1.00;55.00;13.00;30.00;11.00;1.00;1.00;F183
20210824;14;0;36;360.00;18.00;342.00;102.00;161.00;74.00;5.00;3.00;F184
20210824;14;0;45;97.00;5.00;92.00;13.00;50.00;28.00;1.00;1.00;F185
20210826;14;0;42;186.00;10.00;177.00;65.00;80.00;30.00;2.00;3.00;F186
20210830;14;0;43;683.00;7.00;676.00;300.00;270.00;97.00;9.00;1.00;F187
20210824;14;0;43;202.00;7.00;196.00;26.00;108.00;59.00;3.00;2.00;F188
20210827;14;0;42;172.00;2.00;170.00;53.00;66.00;49.00;2.00;2.00;F189
20210826;14;0;42;188.00;0.00;188.00;32.00;113.00;41.00;2.00;2.00;F2
20210828;14;0;38;342.00;18.00;96.00;16.00;44.00;35.00;1.00;3.00;F228
20210828;14;0;39;182.00;0.00;182.00;68.00;80.00;31.00;3.00;2.00;F2
20210905;14;0;44;134.00;5.00;130.00;56.00;44.00;28.00;2.00;2.00;F3
20210902;14;0;37;98.00;5.00;93.00;47.00;33.00;12.00;1.00;1.00;F4
20210903;14;0;39;234.00;5.00;228.00;33.00;128.00;63.00;4.00;3.00;F5
20210905;14;0;36;213.00;7.00;207.00;61.00;79.00;64.00;3.00;3.00;F6
20210906;14;0;38;1452.00;59.00;1394.00;419.00;739.00;217.00;19.00;2.00;F7
20210907;14;0;36;1156.00;0.00;1156.00;568.00;370.00;207.00;11.00;2.00;F8
20210909;14;0;36;176.00;9.00;168.00;57.00;86.00;22.00;3.00;2.00;F9
20210910;14;0;45;236.00;5.00;232.00;53.00;123.00;53.00;3.00;2.00;F10
20210912;14;0;45;922.00;0.00;922.00;355.00;433.00;121.00;13.00;2.00;F11
20210913;14;0;40;168.00;6.00;162.00;68.00;60.00;31.00;3.00;2.00;F2
20210912;14;0;44;153.00;4.00;48.00;9.00;23.00;15.00;1.00;3.00;F240
20210913;14;0;39;196.00;6.00;190.00;39.00;114.00;34.00;3.00;2.00;F12
20210913;14;0;37;966.00;29.00;938.00;108.00;544.00;269.00;17.00;2.00;F13
20210912;14;0;39;599.00;30.00;569.00;71.00;290.00;197.00;11.00;1.00;F14
20210912;14;0;39;542.00;11.00;531.00;148.00;255.00;121.00;7.00;1.00;F15
